source,content,price,product_type,vendor
back-to-school-relaxation-set,"Product Name: Back-to-School Relaxation Set (AM10027 Back Massage Pad + Titan Ergo 9606P (Synthetic Leather)
Description: AM10027 Back Massage Pad + Titan Ergo 9606P (Synthetic Leather) const youtube_link_ = """" const imgs_ = [ { img_order: 0, img_name: ""Titan ERGO 9606P"", img_src: ""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/modelShot.jpg?v=1580858524"", }, { img_order: 1, img_name: ""Tilting Lock, Height Adjustable, 360 Degree Rotation"", img_src: ""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Ergo_recline.jpg?v=1580858560"", }, { img_order: 2, img_name: ""Ergo Mesh Office Chair"", img_src: ""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Ergo_function_mesh.jpg?v=1580858630"", }, { img_order: 3, img_name: ""Ergo Mesh Office Chair"", img_src: ""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Ergo_function_mesh.jpg?v=1580858630"", }, { img_order: 4, img_name: ""Ergo 9606P Dimensions"", img_src: ""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Ergo_dimention.jpg?v=1580858661"", }, ] ERGO's ergonomic design is based on the human body dynamic digital model. The ridge backrest and the human spine are exactly the same. The close fitting helps release the spinal pressure. Fully Adjustable Titan ERGO office chair has numerous adjustable features to fit your unique needs ensuring you find a comfortable seating position. You can adjust the tilt angle of back, the height of lumbar support, the armrest, the neckrest, and the seat. They give you firm support contouring user’s body. Built-in Hanger To accommodate the need of daily life, the chair comes with a durable built-in a hanger on the back. Cushion Support Lumbar cushioning supports your lower back and enhances the natural curve of your spine, and the thick cushion on seat contour your body to give the most relaxing feeling. Breathable Mesh Fabric Breathable mesh back and seat of this chair aims best seat experience- not hot even in hot summer and the ergonomic mesh back support can freely adjust and move to any postures. Specification Product Name Titan Ergo 9606F User Manual Download Power Supply 110-120V~ Rate Frequency 50/60 Hz Dimensions (W x L x H) 26.5"" x 26.5"" x 49.6"" Width Shoulder 20.5"" Seat 18.5"" const getImages_ = () => { document.querySelectorAll("".sections_ img"").forEach((img, i) => { img.src = imgs_[i].img_src img.alt = imgs_[i].img_name }) } const createVideoDOM_ = () => { const getYoutubeSrc_ = (src) => { const regex = /[a-z0-9_-]{11}/gi const id = src.match(regex)[0] const dst = ""https://www.youtube.com/embed/"" + id + ""?mute=1&autoplay=1"" return dst } const iframe = document.createElement(""iframe"") iframe.classList = ""tw-aspect-video tw-w-full tw-mb-10"" try { iframe.src = getYoutubeSrc_(youtube_link) document.getElementById(""youtube-link"").appendChild(iframe) } catch (err) { console.log(err) } } const initializeProductDescription_ = () => { try { getImages_() } catch (error) { console.log(error) } try { createVideoDOM_() } catch (error) { console.log(error) } } initializeProductDescription_() // const externalURL = // ""https://ota-shawn.github.io/Products/Titan/Titan%20Ergo%209606P%20(Synthetic%20Leather).html"" const externalURL2 = ""https://ota-shawn.github.io/Products/Others/AM10027%20Back%20Massage%20Pad.html"" // $(""#externalURL"").load(externalURL, () => { // $(""#externalURL"").contents().unwrap() // }) $(""#externalURL2"").load(externalURL2, () => { $(""#externalURL2"").contents().unwrap() })
[Available Options & Prices]
- [Title: Default Title] => Total Price: $199.0 | Availability: 1000 in stock",199.0,Accessory,Titan Chair
caddo-swivel-chair-leathaire,"Product Name: Caddo Swivel Chair [Leathaire]
Description: 
[Available Options & Prices]
- [Color: Warm Gray / Fablic: Leathaire / Warranty: 1 year (parts only)] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock",799.0,Patio Chair,Dura Patio
caddo-swivel-chair-pu-leather,"Product Name: Caddo Swivel Chair [PU Leather]
Description: 
[Available Options & Prices]
- [Color: Taupe / Fablic: PU Leather / Warranty: 1 year (parts only)] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $799.0 | Availability: 1000 in stock",799.0,Patio Chair,Dura Patio
duke-xl-4d,"Product Name: Duke XL 4D (Free 2 Yrs Warranty 🎁)
Description: SIZE_ACCOMMODATING CHAIR 4D MASSAGE MECHANISM INTELLIGENT HEALTH DETECTION SL-FLEX TRACK SYSTEM DEEP CALF MASSAGE ZERO GRAVITY RECLINING BODY SCAN TECHNOLOGY 48-CELL AIR COMPRESSION MASSAGE HEATING SHAWL THERAPY 20 AUTO PROGRAMS 5 MANUAL MODES 3 SPECIALIZED FOOT ROLLERS SPRING-LOADED EXTENDABLE FOOTREST TOUCHSCREEN CONTROLLER LED LIGHTING DETAIL CONVENIENT SHORTCUT PANELS USB-C CHARGING PORT QUALITY BLUETOOTH SPEAKERS Loading Duke XL Product Detail... (function () { // [Engineering Setup] 경로 및 캐시 방지 변수 설정 var baseURL = ""https://RobinChoi00.github.io/Product/DukeXL/""; var v = new Date().getTime(); // Cache Busting을 위한 타임스탬프 // 1) CSS Injection (Retina Display 대응 최적화) if (!$('link[href*=""DukeXL/style.css""]').length) { $('head').append(` `); } // 2) Google Fonts Integration (Duke XL 디자인 시스템에 맞춘 Nunito 폰트 적용) $('head').append(` `); // 3) HTML Fetching & Image Path Repairing $.ajax({ url: baseURL + ""index.html"", data: { v: v }, dataType: ""html"", success: function (data) { var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // [Path Repair] 상대 경로 이미지를 절대 경로(GitHub)로 변환하여 엑스박스 방어 $content.find('img').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // [Security] XSS 방어를 위해 인라인 스크립트 제거 후 DOM에 삽입 $content.find('script').remove(); $('#DukeXL-content-anchor').empty().append($content); // 4) External JS Execution (Slider & Events 등 동적 스크립트 실행) var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { $('#DukeXL-content-anchor').html(' Failed to load Duke XL content. Please refresh the page. '); } }); })();
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 2 Year Extended (Parts/Labor)- (Free 2 Yrs Warranty 🎁)] => Total Price: $6999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 1000 in stock",6999.0,Massage Chair,Osaki
grandduo-fragrance-module,"Product Name: GrandDuo Fragrance Module
Description: const externalURL = ""https://ota-shawn.github.io/Products/Others/GrandDuo%20Fragrance%20Module.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Title: Default Title] => Total Price: $29.99 | Availability: 1000 in stock",29.99,Accessory,Osaki
horizon-4d-pro,"Product Name: Osaki Platinum - Horizon 4D Pro
Description: Automatic Body Scan System 4D Mechanism SL Track System Space Saving Technology Adjustable Shoulder Airbags Arm Paddles / Rollers Triple Action Heating Therapy 24 Auto Massage Programs 32-Cell Full Body Air Massage Wide Seating &amp; Shoulders Automatic Extendable Footrest Relaxing Calf Rollers Specialized Foot Care Wireless Charging Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Horizon.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $10999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $11623.95 | Availability: 999 in stock",10999.0,Massage Chair,Osaki
ion,"Product Name: Titan 4D ION
Description: Health Technology Intelligent Voice Control Rocking Massaging Position Deep Calf Kneading Calf Bumpers 4D Massage Mechanism Body Scan Technology 2-Stage Zero Gravity Reclining SL-Track System Space-Saving Technology 24-Cell Air Compression Massage Lumbar Heat Therapy 22 Auto Massage Programs 6 Manual Modes Specialized Foot Rollers Spring-Loaded Extendable Footrest Emergency Stop Button Vertical 7.5"" Touchscreen Quality Bluetooth Speakers Loading Plantaris Product Detail... (function () { // [핵심 변경] 주소를 ION -> Plantaris로 변경 var baseURL = ""https://RobinChoi00.github.io/Product/ION/""; var v = new Date().getTime(); // 1) CSS 연결 $('head').append(` `); $('head').append(` `); // 2) HTML 가져오기 $.ajax({ url: baseURL + ""index.html"", data: { v: v }, dataType: ""html"", success: function (data) { // HTML 파싱 var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // 3) 이미지 경로 수리 (GitHub 절대 경로로 변경) $content.find('img').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // 4) 기존 스크립트 태그 청소 $content.find('script').remove(); // 5) 내용 집어넣기 (ID를 plantaris로 변경) $('#plantaris-content-anchor').empty().append($content); // 6) JS 실행 var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { $('#plantaris-content-anchor').html(' Failed to load content. (Check GitHub Path) '); } }); })();
[Available Options & Prices]
- [color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $4023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock",3499.0,Massage Chair,Titan Chair
j5-jade-mat,"Product Name: J5 Jade Mat
Description: 416 Jade Stones 384 Tourmaline Stones Heating therapy Auto time preset The size of a Queen Bed const externalURL = ""https://ota-shawn.github.io/Products/Others/J5%20Jade%20Mat.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Title: Default Title] => Total Price: $675.0 | Availability: 1000 in stock",675.0,Health Product,Osaki
kanji-sonoma-4d,"Product Name: Sonoma 4D
Description: DUAL RAIL MASSAGE SYSTEM COMPUTER BODY SCAN INTELLIGENT VOICE CONTROL DEEP CALF KNEADING 4D MASSAGE MECHANISM 32-CELL FULL BODY AIR MASSAGE SL Track 24 AUTO PROGRAMS 6 MANUAL MODES Touchscreen Controller LUMBAR &amp; FEET HEATING 3-STAGE ZERO GRAVITY AUTOMATIC EXTENDABLE FOOTREST SPECIALIZED FOOT ROLLERS WIRELESS PHONE CHARGING REMOVABLE HEADREST BLUETOOTH SPEAKERS CONVENIENT SIDE PANELS const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Kanji%20Sonoma%204D.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10623.95 | Availability: 1000 in stock",9999.0,Massage Chair,Osaki
massage-chair-cover,"Product Name: Massage Chair Cover
Description: Intelligent Health Detection Dual 4D Mechanism 8 Roller-Track Massage 2 Heating Cores SL Flex Track Smart Voice Control Body Heat Therapy 36 Air Cell Full Body Compression 20 Auto Programs &amp; 11 Massage Styles Automatic Extendable Footrest Wireless Charging --> const externalURL = ""https://ota-shawn.github.io/Products/Others/Massage%20Chair%20Cover.html""; const $j = jQuery.noConflict(true); $j(""#externalURL"").load(externalURL, () => { $j(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Style: Standard (No Brand)] => Total Price: $37.99 | Availability: 999 in stock
- [Standard Option] => Total Price: $37.99 | Availability: 1000 in stock
- [Standard Option] => Total Price: $37.99 | Availability: 999 in stock",37.99,Accessory,Titan Chair
office-comfort-duo,"Product Name: Office Comfort Duo (OS-1028B Office Chair + OS-AA01 Hand Massager)
Description: Osaki OS-1028B Lux-Ergo Office Chair (Mesh) + Osaki OS-AA01 Hand Massager const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-1028B%20Lux-Ergo%20Office%20Chair%20(Mesh).html"" // const externalURL2 = // ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-AA01%20Hand%20Massager.html"" --> $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() }) // $(""#externalURL2"").load(externalURL2, () => { // $(""#externalURL2"").contents().unwrap() // }) Air Pressure Massage Heat Theraphy Acupressure Massage Intensity Control Wireless USB Rechargeable --> const youtube_link_ = ""https://www.youtube.com/watch?v=2PNsHONuyXc&ab_channel=OfficialTitanOsakiMassageChannel"" const imgs_ = [ { img_order: 0, img_name: ""Osaki AA-01 Hand Massager - Product Page Part 1"", img_src: ""https://cdn.shopify.com/s/files/1/0579/8379/5374/files/Osaki-AA01-HandMassger-Product-1.jpg?v=1673538983"", }, { img_order: 1, img_name: ""Osaki AA-01 Hand Massager - Product Page Part 2"", img_src: ""https://cdn.shopify.com/s/files/1/0579/8379/5374/files/Osaki-AA01-HandMassger-Product-2.jpg?v=1673538983"", }, ] Specification Product Name Osaki AA-01 Hand Massager User Manual Download <!-- <div class=""tw-gap-2 tw-border-b tw-py-6 md:tw-flex-row tw-flex tw-flex-col"" > Power Supply 110-120V~ --> Power USB + Lithium Primary Battery (3.6V, 2500mAh) <!-- <div class=""tw-gap-2 tw-border-b tw-py-6 md:tw-flex-row tw-flex tw-flex-col"" > Auto Timer 20 min --> Dimensions (W x L x H) Upright 32” x 66“ x 49” Reclined 32” x 73” x 40” --> 10.04"" x 6.3"" x 4.33"" <!-- <div class=""tw-gap-2 tw-border-b tw-py-6 md:tw-flex-row tw-flex tw-flex-col"" > Width Shoulder 19"" Seat 20"" --> <!-- <div class=""tw-gap-2 tw-border-b tw-py-6 md:tw-flex-row tw-flex tw-flex-col"" > Minimum Doorway Size 32"" --> Weight Net 11.1 lbs Gross 15 lbs --> 2.86 lbs <!-- <div class=""tw-gap-2 tw-border-b tw-py-6 md:tw-flex-row tw-flex tw-flex-col"" > Maximum User Weight 270 lbs --> document.querySelectorAll("".sections_ img"").forEach((img, i) => { try { img.src = imgs_[i].img_src } catch (err) { console.log(err) } }) const getYoutubeSrc_ = (src) => { const regex = /(?:youtube\.com\/(?:[^\/]+\/.+\/|(?:v|e(?:mbed)?)\/|.*[?&]v=)|youtu\.be\/)([^""&?\/\s]{11})/gi const id = src.match(regex)[0] const embed = id.replace(""watch?v="", ""embed/"") const dst = ""https://www."" + embed + ""?mute=1&autoplay=1"" return dst } try { document.getElementById(""youtube-link"").src = getYoutubeSrc_(youtube_link_) } catch (err) { console.log(err) }
[Available Options & Prices]
- [Title: Default Title] => Total Price: $399.0 | Availability: 1000 in stock",399.0,Accessory,Titan Chair
